model_names,ratings,price,imgURL,storage_ram,os_processor,network,battery
"Xiaomi 11i 5G (Purple Mist, 128 GB)",4,"₹24,999",https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/e/j/x/-original-imagag2gatsxzcuv.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage1 TBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5160 mAhTalk Time30 hrs
"Xiaomi 11i Hypercharge 5G (Purple Mist, 128 GB)",4.5,"₹33,998",https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/k/b/g/-original-imagagf6fzbhuhny.jpeg?q=70,Internal Storage128 GBRAM8 GBTotal Memory128 GBExpandable Storage1 TBSupported Memory Card TypeMicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzTertiary Clock Speed2.5 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, EDGE, Wi-Fi, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4500 mAhTalk Time28 hrs
"Mi 5 (White, 32 GB)",4.2,"₹24,999",https://rukminim2.flixcart.com/image/312/312/mobile/y/c/p/mi-5-na-original-imaejfhg2fjszfs5.jpeg?q=70,Internal Storage32 GBRAM3 GBCall Log MemoryYes,"Operating SystemAndroid Marshmallow 6Processor TypeSnapdragon 820 KryoProcessor CoreQuad CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - 850, 900, 1800, 1900; WCDMA - 850, 900, 1900, 2100; 4G LTE (TD-SCDMA) - 1900, 2000, LTE (TD) - B38 / B39 / B40 / B41, LTE (FDD) - B1 / B3 / B5 / B7","Network Type3G, 4GSupported Networks4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesPre-installed BrowserAndroidBluetooth SupportYesBluetooth Version4.2Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesNFCYesInfraredYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLi-Ion Polymer
"Xiaomi 11i 5G (Stealth Black, 128 GB)",4.2,"₹24,999",https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/4/n/d/-original-imagag2gdzpdfsdf.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage1 TBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5160 mAhTalk Time30 hrs
"Xiaomi 11T Pro 5G Hyperphone (Meteorite Black, 128 GB)",4.3,"₹28,858",https://rukminim2.flixcart.com/image/312/312/kyoqmq80/mobile/p/u/j/11t-pro-5g-11t-mi-original-imagauzg78sgxy6h.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid 11Primary Clock Speed2.4 GHz,Network Type5GSupported Networks5G,Battery Capacity5000 mAh
"Redmi K20 Pro (Pearl White, 128 GB)",4.5,"₹28,999",https://rukminim2.flixcart.com/image/312/312/k0463rk0/mobile/z/z/z/mi-redmi-k20-mzb8193in-original-imafjz56gg9fhffe.jpeg?q=70,Internal Storage128 GBRAM6 GB,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 855Processor CoreOcta CorePrimary Clock Speed2.84 GHzSecondary Clock Speed2.42 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B38, B40, B41 (120MHz), LTE FDD - B1, B3, B5, B7, B8","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac (2x2 MiMo)USB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi Note 11 PRO Plus 5G (Phantom White, 128 GB)",4.2,"₹23,143",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/l/m/-original-imagd5gcaqg9cvme.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q Android 11Processor CoreDual CorePrimary Clock Speed2.2 GHz,Network Type5GSupported Networks5G,Battery Capacity5000 mAh
"Mi A3 (Kind of Grey, 128 GB)",4.3,"₹15,999",https://rukminim2.flixcart.com/image/312/312/k3ncakw0pkrrdj/mobile/z/r/4/mi-redmi-a3-redmi-a3-original-imafjm6v7egsh29h.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage256 GBMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 665Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed2 GHzOperating FrequencyGSM : B2/B3/B5/B8, WCDMA : B1/B2/B5/B8, TDD-LTE: B40/B41 (2535 -2655MHz), FDD-LTE: B1/B3/B5/B8","Network Type4G VOLTE, 4G, 2G, 3GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11a/b/g/n/acWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesGPS SupportYes",Battery Capacity4030 mAhBattery TypeLithium-ion
"Mi 10i (Midnight Black, 64 GB)",4.5,"₹23,999",https://rukminim2.flixcart.com/image/312/312/kjlrb0w0-0/mobile/z/s/l/10i-m10ix04-mi-original-imafz4rur4pb57cz.jpeg?q=70,Internal Storage64 GBRAM6 GBSupported Memory Card TypeMicro SDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 11Processor TypeQualcomm® Snapdragon™ 750GProcessor CoreOcta CorePrimary Clock Speed2.2 GHz,"Network Type5GSupported Networks5GInternet Connectivity5G,4G,3G,2G3GYesBluetooth SupportYesWi-FiYesWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesGPS SupportYes",Battery Capacity4820 mAh
"Redmi K20 Pro (Carbon Black, 256 GB)",4.5,"₹31,999",https://rukminim2.flixcart.com/image/312/312/jxz0brk0/mobile/q/z/8/redmi-k20-pro-na-original-imafgb4ys5unqagx.jpeg?q=70,Internal Storage256 GBRAM8 GB,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 855Processor CoreOcta CorePrimary Clock Speed2.84 GHzSecondary Clock Speed2.42 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B38, B40, B41 (120MHz), LTE FDD - B1, B3, B5, B7, B8","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac (2x2 MiMo)USB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)",4.2,"₹23,999",https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/y/0/v/-original-imagagf6reaugwfw.jpeg?q=70,Internal Storage128 GBRAM6 GBTotal Memory128 GBExpandable Storage1 TBSupported Memory Card TypeMicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzTertiary Clock Speed2.5 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, EDGE, Wi-Fi, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4500 mAhTalk Time28 hrs
"Mi Max (Silver, 32 GB)",4.3,"₹14,999",https://rukminim2.flixcart.com/image/312/312/mobile/z/5/g/mi-mi-max-mzb4871in-original-imaemk4zhfbaapk5.jpeg?q=70,Internal Storage32 GBRAM3 GBExpandable Storage128 GBSupported Memory Card TypeMicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid Marshmallow 6.0.1Processor TypeQualcomm Snapdragon 650 64-bitProcessor CoreHexa CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - 850, 900, 1800, 1900; WCDMA - 850, 900, 1900, 2100; 4G LTE (TDD) - Band 38/39/40/41, LTE (FDD) - Band 1/3/5/7/8","Network Type3G, 4GSupported NetworksGSM, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesPre-installed BrowserAndroidMicro USB PortYesBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4850 mAhBattery TypeLi-Polymer
"Redmi Note 5 Pro (Rose Gold, 64 GB)",4.1,"₹16,999",https://rukminim2.flixcart.com/image/312/312/jdkjzww0/mobile/z/x/a/redmi-note-5-pro-mzb6086in-original-imaf2g8zp8ubadzb.jpeg?q=70,Internal Storage64 GBRAM6 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Nougat 7.1.2Processor TypeQualcomm Snapdragon 636Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41 (2535 - 2655 MHz), LTE FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4GSupported NetworksGSM, WCDMA, 4G VoLTE, UMTS, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi K20 Pro (Pearl White, 256 GB)",4,"₹31,999",https://rukminim2.flixcart.com/image/312/312/k186fm80/mobile/7/m/q/mi-redmi-k20-mzb8194in-original-imafkudxngxjdctx.jpeg?q=70,Internal Storage256 GBRAM8 GB,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 855Processor CoreOcta CorePrimary Clock Speed2.84 GHzSecondary Clock Speed2.42 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B38, B40, B41 (120MHz), LTE FDD - B1, B3, B5, B7, B8","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac (2x2 MiMo)USB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Mi A2 (Rose Gold, 64 GB)",4.2,"₹17,499",https://rukminim2.flixcart.com/image/312/312/jrs3mvk0/mobile/y/y/c/mi-a2-a2-original-imafdhvm44ehzuzz.jpeg?q=70,Internal Storage64 GBRAM4 GB,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 660 AIEProcessor CoreOcta CorePrimary Clock Speed2.2 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acMap SupportGoogle MapsGPS SupportYes",Battery Capacity3010 mAhBattery TypeLi-polymer
"Mi 5 (Black, 32 GB)",4.5,"₹24,999",https://rukminim2.flixcart.com/image/312/312/mobile/y/p/y/mi-mi-5-mzb4783in-original-imaejypp9hfv9yrv.jpeg?q=70,Internal Storage32 GBRAM3 GBCall Log MemoryYes,"Operating SystemAndroid Marshmallow 6Processor TypeSnapdragon 820 KryoProcessor CoreQuad CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - 850, 900, 1800, 1900; WCDMA - 850, 900, 1900, 2100; 4G LTE (TD-SCDMA) - 1900, 2000, LTE (TD) - B38 / B39 / B40 / B41, LTE (FDD) - B1 / B3 / B5 / B7","Network Type3G, 4GSupported Networks4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesPre-installed BrowserAndroidBluetooth SupportYesBluetooth Version4.2Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesNFCYesInfraredYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLi-Ion Polymer
"Mi A2 (Gold, 128 GB)",4.3,"₹13,999",https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/t/w/j/mi-mi-a2-mzb7127in-original-imaff797gema5d23.jpeg?q=70,Internal Storage128 GBRAM6 GB,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 660 AIEProcessor CoreOcta CorePrimary Clock Speed2.2 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acMap SupportGoogle MapsGPS SupportYes",Battery Capacity3010 mAhBattery TypeLi-polymer
"Mi 11X Pro 5G (Lunar White, 128 GB)",4.3,"₹26,990",https://rukminim2.flixcart.com/image/312/312/kox8b680/mobile/r/z/z/11x-pro-5g-11x-pro-mi-original-imag39qjujuhjerp.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 888Processor CoreOcta CorePrimary Clock Speed2.84 GHzOperating Frequency2G GSM: 850/900/1800/1900 MHz, 3G WDCMA: B1/B2/B5/B8, 4G LTE FDD: B1/B3/B5/B7/B8, 4G LTE TDD: B38/B40/B41, 5G: n77/n78","Network Type5G, 4G, 3G, 2GSupported Networks5G, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac/ax (Wi-Fi 6)Wi-Fi HotspotYesInfraredYesUSB ConnectivityYesEDGEYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4520 mAh
"Mi 4i (Blue, 16 GB)",4.3,"₹12,999",https://rukminim2.flixcart.com/image/312/312/mobile/t/m/b/mi-mi-4i-mzb4430in-original-imaebagndxhhvnyk.jpeg?q=70,Internal Storage16 GBRAM2 GBPhone Book MemoryYesCall Log MemoryYesSMS MemoryYes,"Operating SystemAndroid Lollipop 5.0.2Processor Type2nd-gen Snapdragon 615 64-bit octa-coreProcessor CoreOcta CorePrimary Clock Speed1.7 GHzOperating FrequencyGSM - 850, 900, 1800, 1900; WCDMA - 2100; 4G: LTE (FDD) - Band 3 (1800), LTE (TD) - Band 40 (2300)","Network Type3G, 4G, 2GSupported Networks4G LTEInternet Connectivity4G, 3G, Wi-Fi, GPRS, EDGE3GYesGPRSYesPre-installed BrowserMIUI Browser, Chrome Browser, AndroidBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB TetheringYesUSB ConnectivityYesEDGEYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity3030 mAhBattery TypeLi-Ion Polymer
"Redmi Note 7 Pro (MOONLIGHT WHITE, 64 GB)",4.1,"₹12,500",https://rukminim2.flixcart.com/image/312/312/k65d18w0pkrrdj/mobile-refurbished/p/6/z/redmi-note-7-pro-64-d-mzb8005in-mi-4-original-imafj36gfh9gfr7g.jpeg?q=70,Internal Storage64 GBRAM6 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 675Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.7 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B40, B41, LTE FDD - B1, B3, B5, B8, CA - 1C (Only DLCA), 3C, 40C, 41C","Network Type2GSupported Networks4G LTEInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi 5 (Black, 64 GB)",4.4,"₹11,990",https://rukminim2.flixcart.com/image/312/312/jjq18y80/mobile/a/z/6/mi-redmi-5-na-original-imaf78krenwg8bbz.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Nougat 7.1Processor TypeQualcomm Snapdragon 450Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - 2/3/5/8, WCDMA - 1/2/5/8, 4G TDD-LTE - 40/41, FDD-LTE - 1/3/5","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTEInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv4.2Wi-FiYesWi-Fi Version802.11 b/g/n",Battery Capacity3300 mAh
"Redmi 5 (Gold, 64 GB)",4.2,"₹10,990",https://rukminim2.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/e/4/p/mi-redmi-5-mdi1-original-imaf9f33fgzxb5nd.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Nougat 7.1Processor TypeQualcomm Snapdragon 450Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - 2/3/5/8, WCDMA - 1/2/5/8, 4G TDD-LTE - 40/41, FDD-LTE - 1/3/5","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTEInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv4.2Wi-FiYesWi-Fi Version802.11 b/g/n",Battery Capacity3300 mAh
"Mi Max (Dark Grey, 32 GB)",4.3,"₹14,999",https://rukminim2.flixcart.com/image/312/312/mobile/s/5/r/mi-mi-max-mzb4871in-original-imaemzj6rbwzgxe3.jpeg?q=70,Internal Storage32 GBRAM3 GBExpandable Storage128 GBSupported Memory Card TypeMicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid Marshmallow 6.0.1Processor TypeQualcomm Snapdragon 650 64-bitProcessor CoreHexa CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - 850, 900, 1800, 1900; WCDMA - 850, 900, 1900, 2100; 4G LTE (TDD) - Band 38/39/40/41, LTE (FDD) - Band 1/3/5/7/8","Network Type3G, 4GSupported NetworksGSM, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesPre-installed BrowserAndroidMicro USB PortYesBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4850 mAhBattery TypeLi-Polymer
"Mi A2 (Red, 128 GB)",4.5,"₹20,500",https://rukminim2.flixcart.com/image/312/312/jrgo4280/mobile/m/z/h/mi-a2-a2-original-imafd92uetypzxma.jpeg?q=70,Internal Storage128 GBRAM6 GB,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 660 AIEProcessor CoreOcta CorePrimary Clock Speed2.2 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acMap SupportGoogle MapsGPS SupportYes",Battery Capacity3010 mAhBattery TypeLi-polymer
"MI3 (Metallic Grey, 16 GB)",4.3,"₹16,999",https://rukminim2.flixcart.com/image/312/312/mobile/k/8/j/mi-mi3-original-imady54gkp5zt5hs.jpeg?q=70,Internal Storage16 GBRAM2 GBPhone Book MemoryYesCall Log MemoryYesSMS MemoryYes,"Operating SystemAndroid KitKat 4.4.2Processor Typequalcomm Qualcomm Snapdragon 800 8274AB Quad Core 2.3GHzProcessor CoreQuad CorePrimary Clock Speed2.3 GHzOperating FrequencyGSM - 850, 900, 1800, 1900; WCDMA - 2100","Network Type3GSupported NetworksGSMInternet ConnectivityWi-Fi, 3G, GPRS, EDGE3GYes3G Speed42 Mbps HSPAGPRSYesPre-installed BrowserAndroidMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4Wi-FiYesNFCYesUSB TetheringYesUSB ConnectivityYesEDGEYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity3050 mAhBattery TypeLi-Ion
"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)",4.2,"₹23,999",https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/u/8/a/-original-imagagf66vugzwut.jpeg?q=70,Internal Storage128 GBRAM6 GBTotal Memory128 GBExpandable Storage1 TBSupported Memory Card TypeMicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzTertiary Clock Speed2.5 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, EDGE, Wi-Fi, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4500 mAhTalk Time28 hrs
"10A (Black, 64 GB)",4.2,"₹9,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/r/i/10a-220233m21-mi-original-imagzxq5eafbzz8w.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Q 12Processor TypeMediatek Helio G25Processor CoreOcta CorePrimary Clock Speed2.3 GHzSecondary Clock Speed1.8 GHzTertiary Clock Speed1.8 GHzOperating Frequency2G GSM: 850/900/1800, 3G WCDMA: B1/B5/B8, 4G FDD-LTE: B1/B3/B5/B7/B8/B20/B28, 4G TD-LTE: B38/B40/B41","Network Type4G VOLTE, 2G, 4G, 3GSupported Networks4G VoLTE3GYesBluetooth SupportYesWi-FiYesWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYes",Battery Capacity5000 mAh
"Redmi Note 7 (Onyx Black, 64 GB)",4.1,"₹14,999",https://rukminim2.flixcart.com/image/312/312/k3xcdjk0pkrrdj/mobile-refurbished/q/d/5/redmi-note-7s-32-u-mzb7744in-mi-3-original-imafe48yggp2za54.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 660 AIEProcessor CoreOcta CorePrimary Clock Speed2.2 GHzSecondary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE TDD - B40, B41, LTE FDD - B1, B3, B5, B8, CA - 1C (Only DLCA), 3C, 40C, 41C","Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTEInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/acUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
